Data,Objetivo de Campanha,Campanha,Público,Criativo,AD ID,Investimento,Lead (Meta),Visitou Página,Cliques,Impressões,Frequência,View 3seg,View 75%,View 100%,Link Criativo,Thumbnail URL,AD Status,Orçamento,Moeda,Leads (Real),% Real,Leads (Trader),Leads (Qualificado),Leads (Unificado)
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio1,6972613727053,$26.07,44,64,82,4552,1.11,1214,326,89,https://www.instagram.com/p/DUgCYvZjNYE/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629772244_1277164547614587_2910417883367966114_n.jpg?_nc_cat=106&ccb=1-7&_nc_ohc=jR0WiakT1A4Q7kNvwHR_Kv8&_nc_oc=Adn5UYaCq-E-vgJRxlK_6b_c3jhak3TsFb3vYSqAm4GGZoML3XIpTlOZql6-E45PVDs&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQEEVzW_N9FLOjInFIkLkqwi6BT0GtRLMSyKZVfBxd3KPS-QfmJGbdsG_MPUX5DdZAQ2d9zWUgzi&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfsVCWweqdFZ6iQPPKhGWfhTrcBebIT-VFSctrYXCD6SMA&oe=69912AA7,ACTIVE,100,USD,31,70%,0,25,25
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio10 ARGENTINA,6972613726853,$0.85,0,2,2,157,1.05,36,2,0,https://www.instagram.com/p/DUgCg5sjIJG/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628471920_1611761809834725_5528305955834668767_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=mio9RfEmNDIQ7kNvwH4r38G&_nc_oc=Adnzy0wsEYzStgvity8FGXHBb1Vivpe21jLB_pvq4v3RjyN1aBd_nE7z2udNEWxhIIo&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQEJHdmZxhYx-Jjqm8_08eAxCw7BuQkYhcWMwPs5c2IeLilk_XYlIm0gln_kf80kTCkWFlBnhOcg&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfugsG_8d34RGKOxgL0oP655pNRcIt0sNEV9ohHZe9u1Dg&oe=69911025,ACTIVE,100,USD,0,,0,0,0
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio12,6972613725853,$3.43,2,6,11,584,1.1,226,28,11,https://www.instagram.com/p/DUgCegHjPJA/,https://scontent.xx.fbcdn.net/v/t15.5256-10/630696319_2152467948912900_1368039684857179937_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=TEl5TsRVO3EQ7kNvwF--Res&_nc_oc=AdnZ7HzhvFvWqJ9qdh6MQhx7O5NMWTzAmTSQGmW-2vHbUIQ1iNqMGN0vTPc8_o7tmNY&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQEdFxsrx7CafR9Ydgt09tROw7-9Lc3EqjEk4jpiXTMXK9k2hdC0DBTyRYin75vslIIVu958suo0&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AftPnkS9RvvLk7CIzljxwoHi4t5R4RNhMfjOQxVgkLzTqw&oe=69911684,ACTIVE,100,USD,2,100%,0,1,1
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio2,6972613726053,$2.73,6,7,8,572,1.04,122,29,10,https://www.instagram.com/p/DUgCbYODJfc/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629622563_1013867845136915_595915997083656091_n.jpg?_nc_cat=107&ccb=1-7&_nc_ohc=7E328D4GhXsQ7kNvwFNxaeV&_nc_oc=AdlNg4kBnZRVjQ5JIqnxQDF-AnaN2aOQQ1uSGwO9ucyH8EEHU807Uob01hAoXVc7Vqw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQECjRDuaSxKsAIpjNFGNFWM2vcvBmmeSohRj4WBOpskJzbHDQnaezz0POyXGM8K5q_Fo7QhXmZ5&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfvL1fFdQ6htf3BbxaX7GbH3iUiI3kGXH5qLb5US_0lyjw&oe=6990F9A6,ACTIVE,100,USD,5,83%,0,3,3
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio3,6972613726253,$21.59,24,52,85,4880,1.17,1285,264,68,https://www.instagram.com/p/DUgCcPGjK1z/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628937950_2083863609071431_538450931815709885_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=9cFudq5gkTMQ7kNvwG0Wnb-&_nc_oc=AdnMREYyd6X6bSBrhFrUKfY2cjh4PuAHleSBhdIHT24FJEByS61LaabwYUBHAnd6ZKs&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQGlXbxXfJbQRly-087K6MoA0b0z9G4vc2fkmWedF_69a0mabuPV5BCM_A2QQCAAF_suyZLFUMfS&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afuc8VkZO_ZpXcxiAlWHtrZ1LImTnnwNkH2EKyrR-YyJTg&oe=699101EF,ACTIVE,100,USD,21,88%,0,14,14
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio4,6972613628453,$0.40,2,1,1,99,1.05,30,3,0,https://www.instagram.com/p/DUgf4jBDN5C/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629201823_1459092202244844_3227431343400371214_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=tNtdnpwMhAUQ7kNvwGIGCZd&_nc_oc=Adl98IJyVO53HqQIw2b5_vakm7eGnOV-B45Mz04-hwvW1fmI35uj6_ouv6jbJ15A5lk&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQFaQ8NArBLnZhjaxnGQWa7oWfc2Gq23eurT0BsB1pHoT4uXxQOW0LgPXb6SRHA7th7Ctgut1uQY&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AftBjPOO9RE56keFHkdG9zmCuYy9QvHl_z853USOFehsfQ&oe=69911E38,ACTIVE,100,USD,1,50%,0,1,1
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio5,6972613726453,$8.72,2,8,13,1552,1.07,484,37,19,https://www.instagram.com/p/DUgCd7cjJ8k/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628451768_1194748525978233_9017660708543317995_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=EzIiOfOAPpkQ7kNvwHPLFCB&_nc_oc=AdltaTU5N-WHyxuAX7NoUCRHYbM5pFrsrcQx5urCiJ7Qjj3vTNYunGyG9lcYoMB67b4&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQH8HELdvx4oDAvY_arL7g2VDCrrxUlWjVr4mhczQxrTbRpjgXW9JW3y1SfEEfzz6H13DOpS49lU&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuD52qNemsGTfbXIUl5MvKWdZNyNHMZYETaPhR5U5GCcg&oe=69910329,ACTIVE,100,USD,0,0%,0,0,0
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio6,6972545774053,$7.21,8,13,15,1219,1.08,295,33,11,https://www.instagram.com/p/DUgCgBeDEWV/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629087872_1219780809697922_3315273119960359027_n.jpg?_nc_cat=106&ccb=1-7&_nc_ohc=_4OpNYf9wlAQ7kNvwH4pYfA&_nc_oc=AdlQxvq0Zw5ERro9H9hdLDV0Q7RoV58Z88CUe6XlUUmIP_bBQNzvcT6rmabhShzDclw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQHx7XGzBk9TfCr51JcpUKsbpNbpqs4EhNLipsKuGA_2qSxk6kslh4qorgJmx1Q6L3wyNK3y-IWZ&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfsMThhmFjTKpeqm5KETthCKNHHL0BS-hzLaMGceygV3qw&oe=6991078C,ACTIVE,100,USD,3,38%,0,2,2
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio7,6972613629853,$6.52,10,25,29,1486,1.1,448,60,21,https://www.instagram.com/p/DUgCdEqDPla/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628418094_1347101343854587_7525885494612216347_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=TAAqloYj8JQQ7kNvwFkRTIG&_nc_oc=AdmcchNVMjRvc3R89d7fgOYpsBiJUatOBDIVL6ndvh4T7cN2cmETUx-4DFDrbiuV4gY&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQHOk_XRfzciEZXpTWbWB8dDCUSGFVn7J_qgpWvDVTOw7dAfpksBAyWLVuZIOHI43mIkWbEVBtLV&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuX1Q6yqom_gS3RFPepEefrp50ACKpq0j1eDCBuh7fWUg&oe=699105FA,ACTIVE,100,USD,10,100%,0,4,4
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio8 ARGENTINA,6972613726653,$0.48,0,1,2,181,1.08,28,1,0,https://www.instagram.com/p/DUgCfZzDMrg/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628605212_1427432472154806_6134311536036623081_n.jpg?_nc_cat=104&ccb=1-7&_nc_ohc=2nZPI51SeIoQ7kNvwHYhL7v&_nc_oc=Adm5HhJ3tRMbWfxYl-hwmEoEyMWaJqyyq90bXI6n48DXtyCkQd2n4gMhJnq6GAnj6ac&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQHS1iqN0prT6CtqYkx23teUZZfhZjuYXtIzoTsPdvkzcg3HjNNFEfTUE3c68ZsUj4ZjTQbTGWiI&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AftBM5-4EurNRHFlopDz1f3hw3jCjBhOCREBmh6ljIxwTg&oe=6991141B,ACTIVE,100,USD,0,,0,0,0
08/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio9,6972611436653,$1.66,0,5,6,442,1.06,67,12,5,https://www.instagram.com/p/DUgCaljjPXq/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628416371_901656805555530_473608857204278617_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=Au0CX1iYOdkQ7kNvwE1IT3A&_nc_oc=AdkiBe3iADXTA1JRgrJ0nELaZCXXOzFZZhVIYjtRhCr16k0O3maeDZW5XbSUmVydNRI&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQFe3Ju2fVLCjU35o6L1bsxiHA2xrhnO19wlLrc_aQCwJHhFqiaq7XYg5gBJHCR7buKZo2qBfAHG&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuX0kAJB8gC2s-t0Bh9sTJw4o2TUQ05_q4E-piWigeWDg&oe=69910678,ACTIVE,100,USD,1,,0,0,0
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio1,6972613727053,$83.65,138,240,292,13452,1.13,3921,1092,272,https://www.instagram.com/p/DUgCYvZjNYE/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629772244_1277164547614587_2910417883367966114_n.jpg?_nc_cat=106&ccb=1-7&_nc_ohc=jR0WiakT1A4Q7kNvwHR_Kv8&_nc_oc=Adn5UYaCq-E-vgJRxlK_6b_c3jhak3TsFb3vYSqAm4GGZoML3XIpTlOZql6-E45PVDs&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQEEVzW_N9FLOjInFIkLkqwi6BT0GtRLMSyKZVfBxd3KPS-QfmJGbdsG_MPUX5DdZAQ2d9zWUgzi&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfsVCWweqdFZ6iQPPKhGWfhTrcBebIT-VFSctrYXCD6SMA&oe=69912AA7,ACTIVE,100,USD,119,86%,0,75,75
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio10 ARGENTINA,6972613726853,$0.42,0,1,1,93,1.09,22,0,0,https://www.instagram.com/p/DUgCg5sjIJG/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628471920_1611761809834725_5528305955834668767_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=mio9RfEmNDIQ7kNvwH4r38G&_nc_oc=Adnzy0wsEYzStgvity8FGXHBb1Vivpe21jLB_pvq4v3RjyN1aBd_nE7z2udNEWxhIIo&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQEJHdmZxhYx-Jjqm8_08eAxCw7BuQkYhcWMwPs5c2IeLilk_XYlIm0gln_kf80kTCkWFlBnhOcg&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfugsG_8d34RGKOxgL0oP655pNRcIt0sNEV9ohHZe9u1Dg&oe=69911025,ACTIVE,100,USD,0,,0,0,0
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio12,6972613725853,$0.98,0,2,3,175,1.06,65,7,1,https://www.instagram.com/p/DUgCegHjPJA/,https://scontent.xx.fbcdn.net/v/t15.5256-10/630696319_2152467948912900_1368039684857179937_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=TEl5TsRVO3EQ7kNvwF--Res&_nc_oc=AdnZ7HzhvFvWqJ9qdh6MQhx7O5NMWTzAmTSQGmW-2vHbUIQ1iNqMGN0vTPc8_o7tmNY&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQEdFxsrx7CafR9Ydgt09tROw7-9Lc3EqjEk4jpiXTMXK9k2hdC0DBTyRYin75vslIIVu958suo0&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AftPnkS9RvvLk7CIzljxwoHi4t5R4RNhMfjOQxVgkLzTqw&oe=69911684,ACTIVE,100,USD,1,,0,0,0
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio2,6972613726053,$1.28,2,2,2,249,1.04,44,8,1,https://www.instagram.com/p/DUgCbYODJfc/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629622563_1013867845136915_595915997083656091_n.jpg?_nc_cat=107&ccb=1-7&_nc_ohc=7E328D4GhXsQ7kNvwFNxaeV&_nc_oc=AdlNg4kBnZRVjQ5JIqnxQDF-AnaN2aOQQ1uSGwO9ucyH8EEHU807Uob01hAoXVc7Vqw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQECjRDuaSxKsAIpjNFGNFWM2vcvBmmeSohRj4WBOpskJzbHDQnaezz0POyXGM8K5q_Fo7QhXmZ5&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfvL1fFdQ6htf3BbxaX7GbH3iUiI3kGXH5qLb5US_0lyjw&oe=6990F9A6,ACTIVE,100,USD,1,50%,0,1,1
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio3,6972613726253,$10.11,11,20,29,2035,1.12,551,116,28,https://www.instagram.com/p/DUgCcPGjK1z/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628937950_2083863609071431_538450931815709885_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=9cFudq5gkTMQ7kNvwG0Wnb-&_nc_oc=AdnMREYyd6X6bSBrhFrUKfY2cjh4PuAHleSBhdIHT24FJEByS61LaabwYUBHAnd6ZKs&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQGlXbxXfJbQRly-087K6MoA0b0z9G4vc2fkmWedF_69a0mabuPV5BCM_A2QQCAAF_suyZLFUMfS&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afuc8VkZO_ZpXcxiAlWHtrZ1LImTnnwNkH2EKyrR-YyJTg&oe=699101EF,ACTIVE,100,USD,12,109%,0,8,8
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio4,6972613628453,$0.44,0,1,1,85,1.12,24,6,2,https://www.instagram.com/p/DUgf4jBDN5C/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629201823_1459092202244844_3227431343400371214_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=tNtdnpwMhAUQ7kNvwGIGCZd&_nc_oc=Adl98IJyVO53HqQIw2b5_vakm7eGnOV-B45Mz04-hwvW1fmI35uj6_ouv6jbJ15A5lk&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQFaQ8NArBLnZhjaxnGQWa7oWfc2Gq23eurT0BsB1pHoT4uXxQOW0LgPXb6SRHA7th7Ctgut1uQY&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AftBjPOO9RE56keFHkdG9zmCuYy9QvHl_z853USOFehsfQ&oe=69911E38,ACTIVE,100,USD,1,,0,0,0
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio5,6972613726453,$0.41,0,0,2,93,1.16,34,1,0,https://www.instagram.com/p/DUgCd7cjJ8k/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628451768_1194748525978233_9017660708543317995_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=EzIiOfOAPpkQ7kNvwHPLFCB&_nc_oc=AdltaTU5N-WHyxuAX7NoUCRHYbM5pFrsrcQx5urCiJ7Qjj3vTNYunGyG9lcYoMB67b4&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQH8HELdvx4oDAvY_arL7g2VDCrrxUlWjVr4mhczQxrTbRpjgXW9JW3y1SfEEfzz6H13DOpS49lU&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuD52qNemsGTfbXIUl5MvKWdZNyNHMZYETaPhR5U5GCcg&oe=69910329,ACTIVE,100,USD,0,,0,0,0
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio6,6972545774053,$2.46,3,2,5,463,1.07,119,12,1,https://www.instagram.com/p/DUgCgBeDEWV/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629087872_1219780809697922_3315273119960359027_n.jpg?_nc_cat=106&ccb=1-7&_nc_ohc=_4OpNYf9wlAQ7kNvwH4pYfA&_nc_oc=AdlQxvq0Zw5ERro9H9hdLDV0Q7RoV58Z88CUe6XlUUmIP_bBQNzvcT6rmabhShzDclw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQHx7XGzBk9TfCr51JcpUKsbpNbpqs4EhNLipsKuGA_2qSxk6kslh4qorgJmx1Q6L3wyNK3y-IWZ&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfsMThhmFjTKpeqm5KETthCKNHHL0BS-hzLaMGceygV3qw&oe=6991078C,ACTIVE,100,USD,1,33%,0,1,1
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio7,6972613629853,$5.54,0,7,9,1030,1.03,324,36,9,https://www.instagram.com/p/DUgCdEqDPla/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628418094_1347101343854587_7525885494612216347_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=TAAqloYj8JQQ7kNvwFkRTIG&_nc_oc=AdmcchNVMjRvc3R89d7fgOYpsBiJUatOBDIVL6ndvh4T7cN2cmETUx-4DFDrbiuV4gY&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQHOk_XRfzciEZXpTWbWB8dDCUSGFVn7J_qgpWvDVTOw7dAfpksBAyWLVuZIOHI43mIkWbEVBtLV&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuX1Q6yqom_gS3RFPepEefrp50ACKpq0j1eDCBuh7fWUg&oe=699105FA,ACTIVE,100,USD,2,,0,0,0
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio8 ARGENTINA,6972613726653,$0.56,0,0,1,119,1.1,17,1,0,https://www.instagram.com/p/DUgCfZzDMrg/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628605212_1427432472154806_6134311536036623081_n.jpg?_nc_cat=104&ccb=1-7&_nc_ohc=2nZPI51SeIoQ7kNvwHYhL7v&_nc_oc=Adm5HhJ3tRMbWfxYl-hwmEoEyMWaJqyyq90bXI6n48DXtyCkQd2n4gMhJnq6GAnj6ac&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQHS1iqN0prT6CtqYkx23teUZZfhZjuYXtIzoTsPdvkzcg3HjNNFEfTUE3c68ZsUj4ZjTQbTGWiI&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AftBM5-4EurNRHFlopDz1f3hw3jCjBhOCREBmh6ljIxwTg&oe=6991141B,ACTIVE,100,USD,0,,0,0,0
09/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio9,6972611436653,$0.20,0,0,0,28,1.04,8,1,0,https://www.instagram.com/p/DUgCaljjPXq/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628416371_901656805555530_473608857204278617_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=Au0CX1iYOdkQ7kNvwE1IT3A&_nc_oc=AdkiBe3iADXTA1JRgrJ0nELaZCXXOzFZZhVIYjtRhCr16k0O3maeDZW5XbSUmVydNRI&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=PWyy26Gz_UCe60kcH6yejg&_nc_tpa=Q5bMBQFe3Ju2fVLCjU35o6L1bsxiHA2xrhnO19wlLrc_aQCwJHhFqiaq7XYg5gBJHCR7buKZo2qBfAHG&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuX0kAJB8gC2s-t0Bh9sTJw4o2TUQ05_q4E-piWigeWDg&oe=69910678,ACTIVE,100,USD,0,,0,0,0
10/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público General,[ADV][35-65] Aberto,Anuncio1,6972613727053,$133.58,213,390,477,20096,1.1,6441,2017,515,https://www.instagram.com/p/DUgCYvZjNYE/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629772244_1277164547614587_2910417883367966114_n.jpg?_nc_cat=106&ccb=1-7&_nc_eui2=AeGvFTI50kSN0kuqqZ5cENYfmgp2G_8hiX-aCnYb_yGJf763z7Ne7XkmctPHJlFEQPjCSc-gWCcFuiYuM5_iRt8C&_nc_ohc=XoUhSGM-t8wQ7kNvwG2YY9_&_nc_oc=AdmAsq14bMhjxpa3cFfmhRwDOrj3uCxpxLWKqWh2P_RtZ9b3Afm4VrtFw0X0LgX1X5g&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EEXKOtNyjIP6Br2hvGk3gQ&_nc_tpa=Q5bMBQG5HnQU5dVmsM8X0gDjDti-iVjDjd08EazmltL5WANd3KxITzQZU0KIWueLW0uk713mwyUjqpCp&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfwuFgVNq7-lUCllQbpeRZDNk1rHloQPrd65Wr8gXYM_IA&oe=69BA4167,PAUSED,50,USD,177,83%,0,109,109
