Data,Conta de Anúncio,Campanha,Público,Criativo,Ad ID, Investimento , Faturamento (Tráfego) ,Vendas,Checkout,Visitou Página,Cliques,Impressões,Frequência, CPM ,View 3seg,View 75%,Link Criativo,Thumbnail URL,AD Status,Orçamento,"Leads 
(checkout real)","Vendas 
(real)", Faturamento (Bruto) , Comissão Líquida , Taxa (Plataforma) , Faturamento (Ingresso) , Faturamento (OrderBump) 
21/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,AD006 - Saia do achismo,120241822139290429,"0,11",0,0,0,0,0,16,1,"6,88",0,0,https://www.instagram.com/p/DV_JTtrADSU/,https://external.xx.fbcdn.net/emg1/v/t13/239684281149676357?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLdPCGfmZMwaaEhO-vBI1NTcZsPc0PeGr9YHOkz_WJVis44vjGPWmOFi34KJRorz1ivJbXU8_VnOoakHMPbzj3-ucopGBduvehKz9u1Ai-wnjYCm4NdxRKYkkUgFYL2_D3_MkF2qGmBdlkJ1hGk8QFT&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_oc=Adrp5PhsrxjzBYpv3BKXZ6Nmxf7k-UH4gM5E8vt-CMIC31UnEaW0VE_sqN5nlHs2pxw&ccb=13-1&oh=06_Q3-9AaNo0XsH09Hu_bJxHtM0sh37XXlzkWsCiPy4VTXL3gwx&oe=69CF0F10&_nc_sid=58080a,PAUSED,150,,,,,,,
21/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD001 - Quer dobrar a lotação,120242146281870429,"37,31",0,0,0,73,169,412,"1,19","90,56",286,116,https://www.instagram.com/p/DWFNvsGgEc3/,https://scontent.xx.fbcdn.net/v/t15.5256-10/654557477_1339602417915461_7843226619543645275_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=CVN2NreRNIgQ7kNvwEBrchX&_nc_oc=AdrZgs7gvgd3QHrfTnHzDE-Uopqm6IPp2OkNl4w6YgpP8R_dPFjCBP07UbjcPup6Gpw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQHLpeDDtvvZZWqusq8MGPDsnyAzCajRj2eAY_tJ3O2td1HdHbw3pVur7_98bHYVkIMcA212irHc&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af3qwGatP8g9AFBDTp7u1P3bKQYjesqRggXsfp6za_LI1Q&oe=69D2EDDF,PAUSED,150,,,,,,,
21/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD003 - Cansado de roçar,120242147053420429,"13,46",0,0,0,17,39,53,"1,08","253,96",43,29,https://www.instagram.com/p/DWFNvzmgHv1/,https://scontent.xx.fbcdn.net/v/t15.5256-10/652785543_1825205544811751_9130336935094913656_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=h1hfmToNfn0Q7kNvwHF2dTn&_nc_oc=AdoLdj_YfCkKkY7LkWnviZA8Til2viw6pjJPnZ6wu-QqxvF23021yQYOoYu5T04TugE&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQHwXlnH7_MCiDWYYnNxFvl4ckcEsTHVVjQmr1JiF6GjncyUdEfqPCdkrbWkTSHNp8C5oWVOKUgM&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af1Fc6teK4dQVqp02-r-HZWtZewTCk2EAoa3HiSPO1ao4Q&oe=69D2F54B,PAUSED,150,,,,,,,
21/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD004 - Deixa eu te fazer,120242147044350429,"5,96",0,0,0,12,36,83,"1,05","71,81",56,8,https://www.instagram.com/p/DWFNxMTAGvM/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629839477_2322858814791813_7854841327346575003_n.jpg?_nc_cat=104&ccb=1-7&_nc_ohc=G5XRTSyFR0EQ7kNvwHt1tT_&_nc_oc=AdrosaSC2krFVbJ_pI_wNONZjB8lh_7ZYC9jHMd8cpx273AQ_HY7m7jvNH7Fo6Mp7vM&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQFjIg05W2MgEUyqbmmhCVQtEKUe5qKd5ZOiJyB688VJfcIQCmx97ihU3xLL53DRHIiexAsIB10y&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af2BdUqK63-S8MprjHNbLSXghekj_GM4Qnpe3HjaF9u0HA&oe=69D2EFF6,PAUSED,150,,,,,,,
22/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,AD005 - O erro típico,120241822139270429,"0,1",0,0,0,0,0,3,1,"33,33",0,0,https://www.instagram.com/p/DV_JT1ZACeP/,https://external.xx.fbcdn.net/emg1/v/t13/12579726523685991450?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKsonrFFmmgjsbySMZykMGbecKmUjdQgE3UDN7hDNdBAdFU_KD3QdAVDnv0-uLICKUIcrSBkC7wXNbLPM2paHK0IYcXee4UwA7G-jCpGYObcB1DKWfDNEw4XN80Of0QWbpo7a4XSiGBbFFW6XyfOGTl&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_oc=Adp4G8O2xtLsypDoI6OStLVcNP0WI-xmbZdxPlEUiRZDQUHaQEWaWUNJlbgDs-AwCUY&ccb=13-1&oh=06_Q3-9AT0XWHjhn-e-11CpoNMvbK9JafPrsEtzvgoerWOPtt3r&oe=69CEFE25&_nc_sid=58080a,PAUSED,150,,,,,,,
22/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,AD007 - Enquete do manejo,120241822139280429,"0,64",0,0,0,0,0,48,"1,07","13,33",0,0,https://www.instagram.com/p/DV_JTyNAJj7/,https://external.xx.fbcdn.net/emg1/v/t13/8839943925757702190?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQK9aLL_ddq8TpT-yP3MwHE-7mLlFB6cU5NoYSyaPLqPUtybt0XG4CiNHdJCdAJoNMFJg6vdHi2TOpmDykFckVdSR83eTvruAqqj3HqZftCWibcdE6k9yDQwzB0LwBc_wEsmfT4wNlZcwhRU2ZOAi5Kw&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_oc=Adp0cZS_M8nhbdFCwx0EiiSlL-eHKE9jWHO6cnGnKe7PJnjqWpLNPSyT6L7STYW0j-Y&ccb=13-1&oh=06_Q3-9ARobn325CrrKDblkQ7-Y9KhceB6Lx9UUHDpe2kjLJnRA&oe=69CF0178&_nc_sid=58080a,PAUSED,150,,,,,,,
22/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD001 - Quer dobrar a lotação,120242146281870429,"15,47",0,0,0,24,39,229,"1,11","67,55",97,39,https://www.instagram.com/p/DWFNvsGgEc3/,https://scontent.xx.fbcdn.net/v/t15.5256-10/654557477_1339602417915461_7843226619543645275_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=CVN2NreRNIgQ7kNvwEBrchX&_nc_oc=AdrZgs7gvgd3QHrfTnHzDE-Uopqm6IPp2OkNl4w6YgpP8R_dPFjCBP07UbjcPup6Gpw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQHLpeDDtvvZZWqusq8MGPDsnyAzCajRj2eAY_tJ3O2td1HdHbw3pVur7_98bHYVkIMcA212irHc&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af3qwGatP8g9AFBDTp7u1P3bKQYjesqRggXsfp6za_LI1Q&oe=69D2EDDF,PAUSED,150,,,,,,,
22/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD003 - Cansado de roçar,120242147053420429,"19,44",0,0,0,26,50,142,"1,13","136,9",90,43,https://www.instagram.com/p/DWFNvzmgHv1/,https://scontent.xx.fbcdn.net/v/t15.5256-10/652785543_1825205544811751_9130336935094913656_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=h1hfmToNfn0Q7kNvwHF2dTn&_nc_oc=AdoLdj_YfCkKkY7LkWnviZA8Til2viw6pjJPnZ6wu-QqxvF23021yQYOoYu5T04TugE&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQHwXlnH7_MCiDWYYnNxFvl4ckcEsTHVVjQmr1JiF6GjncyUdEfqPCdkrbWkTSHNp8C5oWVOKUgM&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af1Fc6teK4dQVqp02-r-HZWtZewTCk2EAoa3HiSPO1ao4Q&oe=69D2F54B,PAUSED,150,,,,,,,
22/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD006 - O que é o método,120242241534000429,"46,81",0,0,0,33,67,1939,"1,19","24,14",544,111,https://www.instagram.com/p/DWL6WKzgGsK/,https://scontent.xx.fbcdn.net/v/t15.5256-10/656207019_1890315121847048_5837279791465239010_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=isu0JFTqO1cQ7kNvwHAH0GR&_nc_oc=Adp3wqMzUXS28J9ZO1-QG4LN7snVi2JYPuPfXt3H5fBl4YCIzwtQRV6Qvxc5bPI8oNM&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQGUIipMEcdneZ2mZr_UkukxKK8VRuhDKc5fbQ2j9izzc2zeRaVhBkGxQ4vhziUewt-8_vSFmmmK&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af3kW7CWtUkVUPSbcEjdUSq5nFjihoJOANHoYL8bf00LAA&oe=69D2E5B9,ACTIVE,150,,,,,,,
22/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD007 - Imagine você gerenciar,120242241530260429,"44,18",0,0,0,35,59,3134,"1,16","14,1",1004,255,https://www.instagram.com/p/DWL6VEvgEuq/,https://scontent.xx.fbcdn.net/v/t15.5256-10/653836975_1180705807312413_3350291296595275000_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=4iLMxRq6hpYQ7kNvwHVInIX&_nc_oc=AdrTBKZ8Mu2h4YNJyqz6ew7JvkHKF5hQHGofUOmAAmvi6kQKZJgE_SVa_6RL9xKsRIU&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQG54YACGes37ZCmBcOlRLcILm4eUbc9kTXkjfiqCsPPPywMUAZoc8iPjDzy3pacUe7c1V1d9LPV&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af3wxDljsCQJ_OfTayHRgqioh8BmojmB6LPpiINhaMzHmQ&oe=69D2E669,ACTIVE,150,,,,,,,
23/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,AD005 - O erro típico,120241822139270429,"0,32",0,0,0,0,0,4,1,80,0,0,https://www.instagram.com/p/DV_JT1ZACeP/,https://external.xx.fbcdn.net/emg1/v/t13/12579726523685991450?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKsonrFFmmgjsbySMZykMGbecKmUjdQgE3UDN7hDNdBAdFU_KD3QdAVDnv0-uLICKUIcrSBkC7wXNbLPM2paHK0IYcXee4UwA7G-jCpGYObcB1DKWfDNEw4XN80Of0QWbpo7a4XSiGBbFFW6XyfOGTl&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_oc=Adp4G8O2xtLsypDoI6OStLVcNP0WI-xmbZdxPlEUiRZDQUHaQEWaWUNJlbgDs-AwCUY&ccb=13-1&oh=06_Q3-9AT0XWHjhn-e-11CpoNMvbK9JafPrsEtzvgoerWOPtt3r&oe=69CEFE25&_nc_sid=58080a,PAUSED,150,,,,,,,
23/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,AD006 - Saia do achismo,120241822139290429,"0,06",0,0,0,0,0,3,1,20,0,0,https://www.instagram.com/p/DV_JTtrADSU/,https://external.xx.fbcdn.net/emg1/v/t13/239684281149676357?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLdPCGfmZMwaaEhO-vBI1NTcZsPc0PeGr9YHOkz_WJVis44vjGPWmOFi34KJRorz1ivJbXU8_VnOoakHMPbzj3-ucopGBduvehKz9u1Ai-wnjYCm4NdxRKYkkUgFYL2_D3_MkF2qGmBdlkJ1hGk8QFT&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_oc=Adrp5PhsrxjzBYpv3BKXZ6Nmxf7k-UH4gM5E8vt-CMIC31UnEaW0VE_sqN5nlHs2pxw&ccb=13-1&oh=06_Q3-9AaNo0XsH09Hu_bJxHtM0sh37XXlzkWsCiPy4VTXL3gwx&oe=69CF0F10&_nc_sid=58080a,PAUSED,150,,,,,,,
23/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,AD007 - Enquete do manejo,120241822139280429,"0,02",0,0,0,0,0,2,1,10,0,0,https://www.instagram.com/p/DV_JTyNAJj7/,https://external.xx.fbcdn.net/emg1/v/t13/8839943925757702190?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQK9aLL_ddq8TpT-yP3MwHE-7mLlFB6cU5NoYSyaPLqPUtybt0XG4CiNHdJCdAJoNMFJg6vdHi2TOpmDykFckVdSR83eTvruAqqj3HqZftCWibcdE6k9yDQwzB0LwBc_wEsmfT4wNlZcwhRU2ZOAi5Kw&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_oc=Adp0cZS_M8nhbdFCwx0EiiSlL-eHKE9jWHO6cnGnKe7PJnjqWpLNPSyT6L7STYW0j-Y&ccb=13-1&oh=06_Q3-9ARobn325CrrKDblkQ7-Y9KhceB6Lx9UUHDpe2kjLJnRA&oe=69CF0178&_nc_sid=58080a,PAUSED,150,,,,,,,
23/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD002 - Imagina você gerenciar,120242147053410429,"10,48",0,0,0,16,34,58,"1,18","180,69",45,23,https://www.instagram.com/p/DWFNvlygC-i/,https://scontent.xx.fbcdn.net/v/t15.5256-10/653634770_1492693735906037_6767426430020073276_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=YtrYd_dWM2MQ7kNvwGdD-DY&_nc_oc=AdqrSkbtJWj5_1NZ5g6jujZbs7TM3Tc115mpLtkK5JZX4CLMzc_QDo4IBdXVEAvsKEY&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQF17T5P6Fq8bmUAeN4tPEc6qPW2_3OWsPk_IC-7kW7aqRkkW2-duOGkhzJhPb99N_p7u-BveUG4&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af1CsbrAfJNn1RCzs5N32fC5-PUYmsNBx7MylCQp5iVYFw&oe=69D2FB8D,PAUSED,150,,,,,,,
23/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD003 - Cansado de roçar,120242147053420429,"4,53",0,0,0,6,16,26,"1,08","174,23",17,7,https://www.instagram.com/p/DWFNvzmgHv1/,https://scontent.xx.fbcdn.net/v/t15.5256-10/652785543_1825205544811751_9130336935094913656_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=h1hfmToNfn0Q7kNvwHF2dTn&_nc_oc=AdoLdj_YfCkKkY7LkWnviZA8Til2viw6pjJPnZ6wu-QqxvF23021yQYOoYu5T04TugE&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQHwXlnH7_MCiDWYYnNxFvl4ckcEsTHVVjQmr1JiF6GjncyUdEfqPCdkrbWkTSHNp8C5oWVOKUgM&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af1Fc6teK4dQVqp02-r-HZWtZewTCk2EAoa3HiSPO1ao4Q&oe=69D2F54B,PAUSED,150,,,,,,,
23/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD005 - É o fim do pasto,120242241534940429,"36,78",0,0,0,54,123,579,"1,1","63,52",295,74,https://www.instagram.com/p/DWL6VLlgDTJ/,https://scontent.xx.fbcdn.net/v/t15.5256-10/655079821_1465958455172370_942502284241872289_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=oO3qA3gJAIcQ7kNvwHJfgPC&_nc_oc=AdrhsDiK1oqd0GZNSbrhj1rRnGwQinGCR8y8MCQhdYntdHN9OARM7ncunkl1FCk-Usw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQG4ibndXjZg2xoM_cUXUUKLlz9EFheazLy4DTMEhZxtKbpjWOxmFXb2xbn7E3pLJFn3aB1pfpFf&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af3OFb8mMZd3sxz4IzQOLQKSjyyhX2cLCzzZnFZDK9YSrQ&oe=69D2E446,ACTIVE,150,,,,,,,
23/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD006 - O que é o método,120242241534000429,"20,11",0,0,0,11,30,1001,"1,14","20,09",240,51,https://www.instagram.com/p/DWL6WKzgGsK/,https://scontent.xx.fbcdn.net/v/t15.5256-10/656207019_1890315121847048_5837279791465239010_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=isu0JFTqO1cQ7kNvwHAH0GR&_nc_oc=Adp3wqMzUXS28J9ZO1-QG4LN7snVi2JYPuPfXt3H5fBl4YCIzwtQRV6Qvxc5bPI8oNM&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQGUIipMEcdneZ2mZr_UkukxKK8VRuhDKc5fbQ2j9izzc2zeRaVhBkGxQ4vhziUewt-8_vSFmmmK&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af3kW7CWtUkVUPSbcEjdUSq5nFjihoJOANHoYL8bf00LAA&oe=69D2E5B9,ACTIVE,150,,,,,,,
23/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD007 - Imagine você gerenciar,120242241530260429,"20,22",0,0,0,13,19,1390,"1,14","14,55",441,108,https://www.instagram.com/p/DWL6VEvgEuq/,https://scontent.xx.fbcdn.net/v/t15.5256-10/653836975_1180705807312413_3350291296595275000_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=4iLMxRq6hpYQ7kNvwHVInIX&_nc_oc=AdrTBKZ8Mu2h4YNJyqz6ew7JvkHKF5hQHGofUOmAAmvi6kQKZJgE_SVa_6RL9xKsRIU&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQG54YACGes37ZCmBcOlRLcILm4eUbc9kTXkjfiqCsPPPywMUAZoc8iPjDzy3pacUe7c1V1d9LPV&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af3wxDljsCQJ_OfTayHRgqioh8BmojmB6LPpiINhaMzHmQ&oe=69D2E669,ACTIVE,150,,,,,,,
24/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,AD004 - Coloque até 2x mais,120241822139260429,"0,7",0,0,0,1,1,40,"1,11","17,5",0,0,https://www.instagram.com/p/DV_JTvIgFHD/,https://external.xx.fbcdn.net/emg1/v/t13/7038129135912776021?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJ-8BRXxwlqtfefMCKsuGmuUeUPORDTfVseKcXsjnUr2Q4ati1s5WVHQeJGXiDYkSnFOQJSjynbgnT1x3uo2OBspkbJBXj-v64XSnuZNQhyANVRBWuFZxR0LoyfeBzhzgi4uLg0pliWq7qxgJNzATr1&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_oc=Adr0sULdJIZy365jVLzsfhRgY1Kei_TDzuziJJUkVhlPcU7a6Aab4JdJmT7nZP0Axgc&ccb=13-1&oh=06_Q3-9AR0wTrPnb7BWmP_2N4lGuHBeFSnbYxD5zQz2ErG6lZQN&oe=69CEFDF0&_nc_sid=58080a,PAUSED,150,,,,,,,
24/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD002 - Imagina você gerenciar,120242147053410429,"63,07",0,0,0,66,142,186,"1,14","339,09",174,119,https://www.instagram.com/p/DWFNvlygC-i/,https://scontent.xx.fbcdn.net/v/t15.5256-10/653634770_1492693735906037_6767426430020073276_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=YtrYd_dWM2MQ7kNvwGdD-DY&_nc_oc=AdqrSkbtJWj5_1NZ5g6jujZbs7TM3Tc115mpLtkK5JZX4CLMzc_QDo4IBdXVEAvsKEY&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQF17T5P6Fq8bmUAeN4tPEc6qPW2_3OWsPk_IC-7kW7aqRkkW2-duOGkhzJhPb99N_p7u-BveUG4&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af1CsbrAfJNn1RCzs5N32fC5-PUYmsNBx7MylCQp5iVYFw&oe=69D2FB8D,PAUSED,150,,,,,,,
24/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD003 - Cansado de roçar,120242147053420429,"0,27",0,0,0,2,0,9,1,30,2,1,https://www.instagram.com/p/DWFNvzmgHv1/,https://scontent.xx.fbcdn.net/v/t15.5256-10/652785543_1825205544811751_9130336935094913656_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=h1hfmToNfn0Q7kNvwHF2dTn&_nc_oc=AdoLdj_YfCkKkY7LkWnviZA8Til2viw6pjJPnZ6wu-QqxvF23021yQYOoYu5T04TugE&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQHwXlnH7_MCiDWYYnNxFvl4ckcEsTHVVjQmr1JiF6GjncyUdEfqPCdkrbWkTSHNp8C5oWVOKUgM&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af1Fc6teK4dQVqp02-r-HZWtZewTCk2EAoa3HiSPO1ao4Q&oe=69D2F54B,PAUSED,150,,,,,,,
24/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD005 - É o fim do pasto,120242241534940429,"19,46",0,0,0,23,42,160,"1,1","121,62",86,19,https://www.instagram.com/p/DWL6VLlgDTJ/,https://scontent.xx.fbcdn.net/v/t15.5256-10/655079821_1465958455172370_942502284241872289_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=oO3qA3gJAIcQ7kNvwHJfgPC&_nc_oc=AdrhsDiK1oqd0GZNSbrhj1rRnGwQinGCR8y8MCQhdYntdHN9OARM7ncunkl1FCk-Usw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQG4ibndXjZg2xoM_cUXUUKLlz9EFheazLy4DTMEhZxtKbpjWOxmFXb2xbn7E3pLJFn3aB1pfpFf&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af3OFb8mMZd3sxz4IzQOLQKSjyyhX2cLCzzZnFZDK9YSrQ&oe=69D2E446,ACTIVE,150,,,,,,,
24/03/2026,Suplementação na Prática,[RA][Leads][Captação] Lançamento MGP,[ADV] Aberto,VD006 - O que é o método,120242241534000429,"9,81",0,0,0,8,21,385,"1,11","25,48",88,22,https://www.instagram.com/p/DWL6WKzgGsK/,https://scontent.xx.fbcdn.net/v/t15.5256-10/656207019_1890315121847048_5837279791465239010_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=isu0JFTqO1cQ7kNvwHAH0GR&_nc_oc=Adp3wqMzUXS28J9ZO1-QG4LN7snVi2JYPuPfXt3H5fBl4YCIzwtQRV6Qvxc5bPI8oNM&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=EHtcjvRKjew78KK8RO285w&_nc_tpa=Q5bMBQGUIipMEcdneZ2mZr_UkukxKK8VRuhDKc5fbQ2j9izzc2zeRaVhBkGxQ4vhziUewt-8_vSFmmmK&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Af3kW7CWtUkVUPSbcEjdUSq5nFjihoJOANHoYL8bf00LAA&oe=69D2E5B9,ACTIVE,150,,,,,,,
